GENE	COUNT	TYPE	LOG_COUNT	DIFF	LOG2	pvalue
STAG2	32	RELAPSE	1.50514997832	9	0.476438043943	0.179969931524111
DCST1	1	RELAPSE	0	-6	-2.80735492206	0.18144920772142
PRAM1	24	RELAPSE	1.38021124171	-10	-0.502500340529	0.18144920772142
NFATC1	7	RELAPSE	0.845098040014	6	2.80735492206	0.18144920772142
LOC105378947	10	RELAPSE	1	6	1.32192809489	0.18144920772142
RRBP1	130	RELAPSE	2.11394335231	6	0.0681715026416	0.18144920772142
NPIPB5	14	RELAPSE	1.14612803568	-6	-0.51457317283	0.18144920772142
LOC107987211	20	RELAPSE	1.30102999566	6	0.51457317283	0.18144920772142
APC2	7	RELAPSE	0.845098040014	6	2.80735492206	0.18144920772142
DAAM1	3	RELAPSE	0.47712125472	-4	-1.22239242134	0.181664960740103
CD320	14	RELAPSE	1.14612803568	4	0.48542682717	0.181664960740103
ARSB	12	RELAPSE	1.07918124605	4	0.584962500721	0.181664960740103
TP53BP2	7	RELAPSE	0.845098040014	4	1.22239242134	0.181664960740103
AIM2	10	RELAPSE	1	-4	-0.48542682717	0.181664960740103
UBN1	11	RELAPSE	1.04139268516	-4	-0.447458976971	0.181664960740103
ASNSD1	20	RELAPSE	1.30102999566	4	0.321928094887	0.181664960740103
FADS2	7	RELAPSE	0.845098040014	4	1.22239242134	0.181664960740103
TRIM77	14	RELAPSE	1.14612803568	4	0.48542682717	0.181664960740103
PCID2	8	RELAPSE	0.903089986992	4	1	0.181664960740103
HMGB3	22	RELAPSE	1.34242268082	6	0.459431618637	0.183096741619179
KCNA4	18	RELAPSE	1.2552725051	-8	-0.530514716699	0.183096741619179
PUM2	12	RELAPSE	1.07918124605	5	0.777607578664	0.183096741619179
HUWE1	30	RELAPSE	1.47712125472	5	0.263034405834	0.183096741619179
EHMT2	15	RELAPSE	1.17609125906	8	1.09953567355	0.184225151258065
ADGRB1	22	RELAPSE	1.34242268082	7	0.552541023029	0.185598845782511
EVX2	1	RELAPSE	0	-5	-2.58496250072	0.185876732365876
DNMT3A	21	RELAPSE	1.32221929473	6	0.48542682717	0.186472872015838
KIF16B	10	RELAPSE	1	5	1	0.187462032616475
AKAP9	8	RELAPSE	0.903089986992	-5	-0.700439718141	0.187462032616475
ADGRE2	9	RELAPSE	0.954242509439	-5	-0.637429920615	0.187462032616475
RANBP2	24	RELAPSE	1.38021124171	5	0.337034987278	0.187462032616475
CNTNAP3B	19	RELAPSE	1.27875360095	5	0.440572591386	0.187462032616475
MIDEAS	41	RELAPSE	1.61278385672	5	0.187627003176	0.187462032616475
ADARB2	10	RELAPSE	1	6	1.32192809489	0.188312689488917
PPM1E	18	RELAPSE	1.2552725051	-7	-0.473931188332	0.188312689488917
ABCF1	33	RELAPSE	1.51851393988	6	0.289506617195	0.188312689488917
CERT1	9	RELAPSE	0.954242509439	-7	-0.830074998558	0.188312689488917
TWIST1	16	RELAPSE	1.20411998266	6	0.678071905113	0.188312689488917
ZNF865	21	RELAPSE	1.32221929473	-6	-0.362570079385	0.188312689488917
RUNX2	57	RELAPSE	1.75587485567	8	0.21818017005	0.188312689488917
DRD4	33	RELAPSE	1.51851393988	7	0.343954401217	0.188312689488917
WSCD1	11	RELAPSE	1.04139268516	-6	-0.628031222613	0.188312689488917
SUZ12	13	RELAPSE	1.11394335231	-6	-0.547487795302	0.188312689488917
PRDM6	12	RELAPSE	1.07918124605	8	1.58496250072	0.188312689488917
RYR1	25	RELAPSE	1.39794000867	8	0.556393348524	0.188312689488917
WT1	36	RELAPSE	1.55630250077	13	0.646363045385	0.189034268469042
RSPH6A	36	RELAPSE	1.55630250077	-15	-0.502500340529	0.191896464929535
IGFN1	193	RELAPSE	2.28555730901	15	0.116723606302	0.193034192599546
KLF18	69	RELAPSE	1.83884909074	-7	-0.139403056665	0.195875570686006
TAS1R3	8	RELAPSE	0.903089986992	6	2	0.197466073358019
MAP7D1	12	RELAPSE	1.07918124605	-6	-0.584962500721	0.197466073358019
SLC12A5	9	RELAPSE	0.954242509439	-7	-0.830074998558	0.197466073358019
E2F2	7	RELAPSE	0.845098040014	-5	-0.777607578664	0.198256397443357
MYCN	13	RELAPSE	1.11394335231	8	1.37851162325	0.200825122695145
CHMP1A	91	RELAPSE	1.95904139232	-11	-0.164630701773	0.200825122695145
MACROD1	2	RELAPSE	0.301029995664	-8	-2.32192809489	0.201242620957724
SETD1B	39	RELAPSE	1.59106460703	6	0.241008099504	0.202102044189373
MADCAM1	34	RELAPSE	1.53147891704	-7	-0.270089163368	0.202102044189373
NBPF26	47	RELAPSE	1.67209785794	10	0.345135486049	0.202102044189373
UTP20	6	RELAPSE	0.778151250384	4	1.58496250072	0.203091787577168
DBNDD2	20	RELAPSE	1.30102999566	4	0.321928094887	0.203091787577168
LOC150051	5	RELAPSE	0.698970004336	-5	-1	0.203091787577168
PCDHA13	5	RELAPSE	0.698970004336	4	2.32192809489	0.203091787577168
COL6A5	10	RELAPSE	1	4	0.736965594166	0.203091787577168
HAVCR2	18	RELAPSE	1.2552725051	5	0.469485283301	0.203091787577168
SOCS2	2	RELAPSE	0.301029995664	-4	-1.58496250072	0.203091787577168
MOV10	2	RELAPSE	0.301029995664	-5	-1.80735492206	0.203091787577168
ANO6	7	RELAPSE	0.845098040014	-5	-0.777607578664	0.203091787577168
POLR1F	6	RELAPSE	0.778151250384	4	1.58496250072	0.203091787577168
TTC7B	10	RELAPSE	1	-4	-0.48542682717	0.203091787577168
TRA2A	7	RELAPSE	0.845098040014	4	1.22239242134	0.203091787577168
SOST	5	RELAPSE	0.698970004336	-4	-0.847996906555	0.203091787577168
TMEM175	6	RELAPSE	0.778151250384	4	1.58496250072	0.203091787577168
UBXN11	24	RELAPSE	1.38021124171	-5	-0.273018494406	0.203091787577168
LOC101928212	41	RELAPSE	1.61278385672	4	0.148098638989	0.203091787577168
KRT5	25	RELAPSE	1.39794000867	-4	-0.214124805353	0.203091787577168
TLN2	2	RELAPSE	0.301029995664	-5	-1.80735492206	0.203091787577168
NOX3	1	RELAPSE	0	-4	-2.32192809489	0.203091787577168
DPEP3	13	RELAPSE	1.11394335231	4	0.530514716699	0.203091787577168
CDKN1B	2	RELAPSE	0.301029995664	-4	-1.58496250072	0.203091787577168
OTUD3	15	RELAPSE	1.17609125906	4	0.447458976971	0.203091787577168
GPRC5C	15	RELAPSE	1.17609125906	4	0.447458976971	0.203091787577168
CPOX	15	RELAPSE	1.17609125906	-4	-0.341036917835	0.203091787577168
BRI3BP	7	RELAPSE	0.845098040014	5	1.80735492206	0.203091787577168
STRA6	3	RELAPSE	0.47712125472	-4	-1.22239242134	0.203091787577168
EID1	1	RELAPSE	0	-4	-2.32192809489	0.203091787577168
RANBP9	8	RELAPSE	0.903089986992	5	1.41503749928	0.203091787577168
PHACTR4	3	RELAPSE	0.47712125472	-4	-1.22239242134	0.203091787577168
ALX4	4	RELAPSE	0.602059991328	-4	-1	0.203091787577168
LOC105375116	54	RELAPSE	1.73239375982	-4	-0.103093492964	0.203091787577168
ENAH	10	RELAPSE	1	4	0.736965594166	0.203091787577168
NPAS3	3	RELAPSE	0.47712125472	-4	-1.22239242134	0.203091787577168
NHSL1	17	RELAPSE	1.23044892138	4	0.387023123109	0.203091787577168
C4A	8	RELAPSE	0.903089986992	4	1	0.203091787577168
RBM19	6	RELAPSE	0.778151250384	4	1.58496250072	0.203091787577168
ALK	2	RELAPSE	0.301029995664	-4	-1.58496250072	0.203091787577168
PER3	48	RELAPSE	1.68124123738	4	0.125530882084	0.203091787577168
HERC2	8	RELAPSE	0.903089986992	4	1	0.203091787577168
PASD1	14	RELAPSE	1.14612803568	-5	-0.440572591386	0.203091787577168
GOLGA2	17	RELAPSE	1.23044892138	-5	-0.371968777387	0.203091787577168
CELA3A	12	RELAPSE	1.07918124605	4	0.584962500721	0.203091787577168
OR7C1	3	RELAPSE	0.47712125472	-4	-1.22239242134	0.203091787577168
GON4L	6	RELAPSE	0.778151250384	5	2.58496250072	0.203091787577168
LUZP2	6	RELAPSE	0.778151250384	-4	-0.736965594166	0.203091787577168
MYO9B	10	RELAPSE	1	-15	-1.32192809489	0.203374023159807
KRTAP10-4	33	RELAPSE	1.51851393988	-8	-0.31315788526	0.203374023159807
ZNF728	35	RELAPSE	1.54406804435	-12	-0.425305834733	0.207851125024257
FUS	26	RELAPSE	1.41497334797	-11	-0.509013647488	0.208961278153397
LHCGR	27	RELAPSE	1.43136376416	7	0.432959407276	0.20934887444849
ELOA2	15	RELAPSE	1.17609125906	5	0.584962500721	0.21174515508768
PRRT4	13	RELAPSE	1.11394335231	5	0.700439718141	0.21174515508768
WDR26	14	RELAPSE	1.14612803568	7	1	0.21174515508768
HNRNPCL1	14	RELAPSE	1.14612803568	7	1	0.212045229771325
AMER1	15	RELAPSE	1.17609125906	7	0.906890595609	0.212190137629691
CNOT3	17	RELAPSE	1.23044892138	8	0.917537839808	0.212190137629691
TCF20	57	RELAPSE	1.75587485567	-7	-0.167109985835	0.212190137629691
EHBP1L1	13	RELAPSE	1.11394335231	6	0.893084796083	0.212190137629691
CIITA	11	RELAPSE	1.04139268516	-10	-0.932885804141	0.21948182863598
CACNA1H	16	RELAPSE	1.20411998266	-5	-0.392317422779	0.219871710628703
MAST4	11	RELAPSE	1.04139268516	-5	-0.540568381363	0.219871710628703
LOC105376875	94	RELAPSE	1.9731278536	-9	-0.131911675506	0.220671361919847
SIPA1L3	13	RELAPSE	1.11394335231	9	1.70043971814	0.220671361919847
GOLGA6L9	27	RELAPSE	1.43136376416	-7	-0.332575339087	0.221668012177003
NANOS1	21	RELAPSE	1.32221929473	7	0.584962500721	0.221668012177003
PCSK5	23	RELAPSE	1.36172783602	-7	-0.383328639552	0.221668012177003
ANKLE1	11	RELAPSE	1.04139268516	-11	-1	0.222264452322972
TNRC6A	21	RELAPSE	1.32221929473	-8	-0.465663572349	0.222264452322972
PRDM2	32	RELAPSE	1.50514997832	9	0.476438043943	0.222264452322972
KMT2A	35	RELAPSE	1.54406804435	8	0.374395514781	0.222970723519897
MUC2	766	RELAPSE	2.88422876963	42	0.0813546948418	0.223123243195736
ESPN	120	RELAPSE	2.07918124605	7	0.0867116331933	0.224212550634185
XIRP2	9	RELAPSE	0.954242509439	4	0.847996906555	0.227272320646642
USP4	12	RELAPSE	1.07918124605	4	0.584962500721	0.227272320646642
PRRC2A	14	RELAPSE	1.14612803568	10	1.80735492206	0.227376969389543
RECQL	20	RELAPSE	1.30102999566	7	0.621488376746	0.228749264677658
IGHV4-4	29	RELAPSE	1.4623979979	-7	-0.311944006315	0.231657256387693
TXNDC2	22	RELAPSE	1.34242268082	8	0.65207669658	0.23250769389684
NPIPA5	27	RELAPSE	1.43136376416	-18	-0.736965594166	0.232737837725351
TAS2R30	287	RELAPSE	2.45788189673	46	0.252017590446	0.232948138564211
IRX2	7	RELAPSE	0.845098040014	-3	-0.51457317283	0.233037982273905
RUSC2	8	RELAPSE	0.903089986992	-3	-0.459431618637	0.233037982273905
FBXL17	23	RELAPSE	1.36172783602	3	0.20163386117	0.233037982273905
MRAS	2	RELAPSE	0.301029995664	-3	-1.32192809489	0.233037982273905
IGFBP2	10	RELAPSE	1	3	0.51457317283	0.233037982273905
LOC107987285	8	RELAPSE	0.903089986992	3	0.678071905113	0.233037982273905
SMARCA5	4	RELAPSE	0.602059991328	-3	-0.807354922058	0.233037982273905
PPM1D	5	RELAPSE	0.698970004336	-3	-0.678071905113	0.233037982273905
SNRNP35	4	RELAPSE	0.602059991328	-3	-0.807354922058	0.233037982273905
CORT	5	RELAPSE	0.698970004336	-3	-0.678071905113	0.233037982273905
EMX2	18	RELAPSE	1.2552725051	3	0.263034405834	0.233037982273905
TOB1	19	RELAPSE	1.27875360095	3	0.247927513444	0.233037982273905
PHF21A	14	RELAPSE	1.14612803568	-3	-0.280107919193	0.233037982273905
ADRA2B	27	RELAPSE	1.43136376416	3	0.169925001442	0.233037982273905
MSH4	13	RELAPSE	1.11394335231	3	0.378511623254	0.233037982273905
PTCD1	16	RELAPSE	1.20411998266	3	0.299560281859	0.233037982273905
RIPK1	7	RELAPSE	0.845098040014	3	0.807354922058	0.233037982273905
RNASE8	6	RELAPSE	0.778151250384	-3	-0.584962500721	0.233037982273905
HNRNPLL	2	RELAPSE	0.301029995664	-3	-1.32192809489	0.233037982273905
PDZD2	15	RELAPSE	1.17609125906	-3	-0.263034405834	0.233037982273905
ANKRD62	1	RELAPSE	0	-3	-2	0.233037982273905
BIRC3	4	RELAPSE	0.602059991328	-3	-0.807354922058	0.233037982273905
NCAN	8	RELAPSE	0.903089986992	-3	-0.459431618637	0.233037982273905
SMG7	4	RELAPSE	0.602059991328	3	2	0.233037982273905
SYCP1	14	RELAPSE	1.14612803568	-3	-0.280107919193	0.233037982273905
SHISA6	2	RELAPSE	0.301029995664	-3	-1.32192809489	0.233037982273905
ARSD	9	RELAPSE	0.954242509439	-3	-0.415037499279	0.233037982273905
APBB1IP	1	RELAPSE	0	-3	-2	0.233037982273905
PRRC2B	3	RELAPSE	0.47712125472	-3	-1	0.233037982273905
DLEC1	12	RELAPSE	1.07918124605	3	0.415037499279	0.233037982273905
NRDC	4	RELAPSE	0.602059991328	-3	-0.807354922058	0.233037982273905
MANEA	24	RELAPSE	1.38021124171	3	0.192645077942	0.233037982273905
AMH	14	RELAPSE	1.14612803568	-3	-0.280107919193	0.233037982273905
MAP7D2	8	RELAPSE	0.903089986992	-3	-0.459431618637	0.233037982273905
TMEM250	20	RELAPSE	1.30102999566	3	0.234465253637	0.233037982273905
RASAL1	4	RELAPSE	0.602059991328	3	2	0.233037982273905
SIPA1L1	14	RELAPSE	1.14612803568	-3	-0.280107919193	0.233037982273905
PROSER3	8	RELAPSE	0.903089986992	-3	-0.459431618637	0.233037982273905
LTBP1	16	RELAPSE	1.20411998266	3	0.299560281859	0.233037982273905
CRACR2B	19	RELAPSE	1.27875360095	3	0.247927513444	0.233037982273905
BST1	2	RELAPSE	0.301029995664	-3	-1.32192809489	0.233037982273905
GBP3	17	RELAPSE	1.23044892138	-3	-0.234465253637	0.233037982273905
NEFM	4	RELAPSE	0.602059991328	3	2	0.233037982273905
DOK1	2	RELAPSE	0.301029995664	-3	-1.32192809489	0.233037982273905
TPRX1	30	RELAPSE	1.47712125472	8	0.447458976971	0.234201283258764
LOC105371409	86	RELAPSE	1.93449845124	12	0.216811389073	0.235044450753118
CUL4B	22	RELAPSE	1.34242268082	-5	-0.295455883526	0.235487255554212
ARID3A	45	RELAPSE	1.65321251378	5	0.169925001442	0.236235601117871
ALPI	9	RELAPSE	0.954242509439	-8	-0.917537839808	0.236498454843938
PPP1R14C	26	RELAPSE	1.41497334797	4	0.241008099504	0.240170684610695
CYFIP1	2	RELAPSE	0.301029995664	-6	-2	0.240170684610695
CPEB3	4	RELAPSE	0.602059991328	-4	-1	0.240170684610695
ADAMTS17	11	RELAPSE	1.04139268516	4	0.65207669658	0.240170684610695
PSMA1	12	RELAPSE	1.07918124605	5	0.777607578664	0.240170684610695
FAT3	9	RELAPSE	0.954242509439	4	0.847996906555	0.240170684610695
PCDH8	9	RELAPSE	0.954242509439	4	0.847996906555	0.240170684610695
SCAF4	29	RELAPSE	1.4623979979	4	0.214124805353	0.240170684610695
SNIP1	5	RELAPSE	0.698970004336	-5	-1	0.240170684610695
SLC24A1	29	RELAPSE	1.4623979979	6	0.334419039071	0.240170684610695
LRRC4B	9	RELAPSE	0.954242509439	4	0.847996906555	0.240170684610695
CGREF1	19	RELAPSE	1.27875360095	-4	-0.275634442613	0.240170684610695
FERD3L	2	RELAPSE	0.301029995664	-4	-1.58496250072	0.240170684610695
TTBK1	28	RELAPSE	1.44715803134	4	0.222392421336	0.240170684610695
KEAP1	10	RELAPSE	1	4	0.736965594166	0.240170684610695
NOD1	11	RELAPSE	1.04139268516	-6	-0.628031222613	0.240170684610695
CLDND2	12	RELAPSE	1.07918124605	6	1	0.240170684610695
KLHL30	9	RELAPSE	0.954242509439	4	0.847996906555	0.240170684610695
EPHA6	16	RELAPSE	1.20411998266	4	0.415037499279	0.240170684610695
PGAP1	15	RELAPSE	1.17609125906	4	0.447458976971	0.240170684610695
PRKCSH	15	RELAPSE	1.17609125906	-4	-0.341036917835	0.240170684610695
ABCA3	11	RELAPSE	1.04139268516	4	0.65207669658	0.240170684610695
ARIH1	18	RELAPSE	1.2552725051	-4	-0.289506617195	0.240170684610695
CYB5R2	12	RELAPSE	1.07918124605	-4	-0.415037499279	0.240170684610695
RBBP6	9	RELAPSE	0.954242509439	-4	-0.530514716699	0.240170684610695
FRG2B	37	RELAPSE	1.56820172407	5	0.209453365629	0.240170684610695
RASD1	8	RELAPSE	0.903089986992	-4	-0.584962500721	0.240170684610695
DCP1B	31	RELAPSE	1.49136169383	-4	-0.175086706558	0.240170684610695
CCKAR	10	RELAPSE	1	4	0.736965594166	0.240170684610695
PDIA2	11	RELAPSE	1.04139268516	-5	-0.540568381363	0.240170684610695
TBP	25	RELAPSE	1.39794000867	7	0.473931188332	0.242288096536271
HHATL	22	RELAPSE	1.34242268082	-7	-0.39854937649	0.24394625650103
HLA-DQA2	137	RELAPSE	2.13672056716	-13	-0.130786607535	0.24394625650103
TTN	36	RELAPSE	1.55630250077	14	0.710493382805	0.244723337679322
ACSF3	74	RELAPSE	1.86923171973	14	0.30256277002	0.24756078730477
FAM9A	59	RELAPSE	1.77085201164	10	0.267933205247	0.249615727398796
FAM117B	20	RELAPSE	1.30102999566	7	0.621488376746	0.250054815940883
FXR2	17	RELAPSE	1.23044892138	-10	-0.667424660913	0.252593818058175
ACIN1	40	RELAPSE	1.60205999133	9	0.3677317845	0.252593818058175
ZNF814	22	RELAPSE	1.34242268082	5	0.371968777387	0.255508820294029
GRIN2A	23	RELAPSE	1.36172783602	7	0.523561956057	0.255558746736983
MED12	108	RELAPSE	2.03342375549	-8	-0.103093492964	0.255949384178032
SNED1	5	RELAPSE	0.698970004336	-9	-1.48542682717	0.256706500520834
CACNA1A	82	RELAPSE	1.91381385238	11	0.207804885113	0.257450372387905
MPRIP	17	RELAPSE	1.23044892138	11	1.50250034053	0.263199078161258
SP3	2	RELAPSE	0.301029995664	-4	-1.58496250072	0.265205392591508
COL7A1	7	RELAPSE	0.845098040014	6	2.80735492206	0.265205392591508
VEZF1	20	RELAPSE	1.30102999566	-4	-0.263034405834	0.265205392591508
STRA8	6	RELAPSE	0.778151250384	4	1.58496250072	0.265205392591508
KMT5A	5	RELAPSE	0.698970004336	-4	-0.847996906555	0.265205392591508
DEPDC5	2	RELAPSE	0.301029995664	-4	-1.58496250072	0.265205392591508
USH2A	7	RELAPSE	0.845098040014	4	1.22239242134	0.265205392591508
MICAL3	30	RELAPSE	1.47712125472	-6	-0.263034405834	0.265205392591508
POTEF	61	RELAPSE	1.78532983501	4	0.0978473233981	0.265205392591508
CIZ1	11	RELAPSE	1.04139268516	-4	-0.447458976971	0.265205392591508
LOC105377021	24	RELAPSE	1.38021124171	4	0.263034405834	0.265205392591508
SALL2	33	RELAPSE	1.51851393988	-8	-0.31315788526	0.266044861675723
LOC101059906	113	RELAPSE	2.05307844348	6	0.078711976014	0.266712592250559
TASOR	11	RELAPSE	1.04139268516	9	2.45943161864	0.269294136719737
LOC105373057	19	RELAPSE	1.27875360095	9	0.925999418556	0.269294136719737
KIR3DL1	51	RELAPSE	1.7075701761	5	0.148863385914	0.269294136719737
LOC105374299	295	RELAPSE	2.46982201598	30	0.154722594799	0.271041279610343
OR8G2P	61	RELAPSE	1.78532983501	-6	-0.135351852895	0.271818443255495
NIPAL4	10	RELAPSE	1	4	0.736965594166	0.275470716993432
NECTIN4	41	RELAPSE	1.61278385672	6	0.228268987673	0.275470716993432
BMS1	8	RELAPSE	0.903089986992	-4	-0.584962500721	0.275470716993432
CD14	4	RELAPSE	0.602059991328	-5	-1.16992500144	0.275470716993432
YIF1A	11	RELAPSE	1.04139268516	-4	-0.447458976971	0.275470716993432
MAP3K9	14	RELAPSE	1.14612803568	-4	-0.362570079385	0.275470716993432
WDR62	6	RELAPSE	0.778151250384	-5	-0.874469117916	0.275470716993432
AFDN	14	RELAPSE	1.14612803568	-7	-0.584962500721	0.275470716993432
SF1	5	RELAPSE	0.698970004336	-4	-0.847996906555	0.275470716993432
ASTN1	11	RELAPSE	1.04139268516	4	0.65207669658	0.275470716993432
KRTAP5-1	5	RELAPSE	0.698970004336	-4	-0.847996906555	0.275470716993432
IRGQ	5	RELAPSE	0.698970004336	-5	-1	0.275470716993432
EFEMP1	9	RELAPSE	0.954242509439	4	0.847996906555	0.275470716993432
PTPRF	22	RELAPSE	1.34242268082	-4	-0.241008099504	0.275470716993432
PRR11	16	RELAPSE	1.20411998266	5	0.540568381363	0.275470716993432
TNFAIP2	21	RELAPSE	1.32221929473	-4	-0.251538766996	0.275470716993432
BPTF	45	RELAPSE	1.65321251378	5	0.169925001442	0.275932530480178
NOLC1	43	RELAPSE	1.63346845558	8	0.296981737757	0.275973318013738
IGHA2	35	RELAPSE	1.54406804435	6	0.271302021817	0.276302917337483
ZNF850	16	RELAPSE	1.20411998266	8	1	0.276302917337483
ARID1A	85	RELAPSE	1.92941892571	-19	-0.291048782003	0.277235981010034
EPHB6	42	RELAPSE	1.6232492904	-7	-0.222392421336	0.277726452265408
KBTBD6	24	RELAPSE	1.38021124171	-5	-0.273018494406	0.279016313211364
SRCIN1	22	RELAPSE	1.34242268082	6	0.459431618637	0.279016313211364
HSPA2	8	RELAPSE	0.903089986992	4	1	0.279485368251126
PTGDR2	21	RELAPSE	1.32221929473	6	0.48542682717	0.279485368251126
KRTAP1-1	27	RELAPSE	1.43136376416	-4	-0.199308808223	0.279485368251126
ST8SIA6	19	RELAPSE	1.27875360095	4	0.341036917835	0.279485368251126
DCAF11	6	RELAPSE	0.778151250384	4	1.58496250072	0.279485368251126
PRR29	15	RELAPSE	1.17609125906	4	0.447458976971	0.279485368251126
LOC101928193	80	RELAPSE	1.90308998699	4	0.0740005814438	0.279485368251126
PIK3R5	29	RELAPSE	1.4623979979	-4	-0.186413124231	0.279485368251126
ZNF267	8	RELAPSE	0.903089986992	-11	-1.24792751344	0.280334482277659
LOC107984590	42	RELAPSE	1.6232492904	12	0.48542682717	0.280712665268496
GAS6	6	RELAPSE	0.778151250384	-6	-1	0.280887525319571
CSF1R	22	RELAPSE	1.34242268082	6	0.459431618637	0.280887525319571
AJM1	7	RELAPSE	0.845098040014	5	1.80735492206	0.280887525319571
SPINK5	4	RELAPSE	0.602059991328	-5	-1.16992500144	0.280887525319571
FLG2	18	RELAPSE	1.2552725051	5	0.469485283301	0.280887525319571
PRB2	27	RELAPSE	1.43136376416	6	0.362570079385	0.281508305604093
ZNF99	13	RELAPSE	1.11394335231	-15	-1.10691520392	0.281628841979797
MUC1	60	RELAPSE	1.77815125038	-5	-0.11547721742	0.283669489407021
TEKT4	187	RELAPSE	2.27184160654	-7	-0.0530183822995	0.289821969828613
SMARCA4	39	RELAPSE	1.59106460703	-10	-0.329307625253	0.29064627408073
MUC21	124	RELAPSE	2.09342168516	-7	-0.0792266911506	0.29064627408073
ZC3H13	30	RELAPSE	1.47712125472	-6	-0.263034405834	0.291789862531046
KCNJ18	118	RELAPSE	2.07188200731	-7	-0.0831412353002	0.291789862531046
ZFR	33	RELAPSE	1.51851393988	-6	-0.241008099504	0.291789862531046
ZNF587B	12	RELAPSE	1.07918124605	9	2	0.291840545143788
SH2B1	4	RELAPSE	0.602059991328	-3	-0.807354922058	0.29861767444881
APP	12	RELAPSE	1.07918124605	-3	-0.321928094887	0.29861767444881
SAA2	13	RELAPSE	1.11394335231	3	0.378511623254	0.29861767444881
NLK	4	RELAPSE	0.602059991328	-3	-0.807354922058	0.29861767444881
PMEPA1	6	RELAPSE	0.778151250384	-3	-0.584962500721	0.29861767444881
COX10	3	RELAPSE	0.47712125472	-3	-1	0.29861767444881
CLCN7	10	RELAPSE	1	-3	-0.378511623254	0.29861767444881
FLYWCH1	14	RELAPSE	1.14612803568	-3	-0.280107919193	0.29861767444881
EML3	6	RELAPSE	0.778151250384	3	1	0.29861767444881
FKBP15	13	RELAPSE	1.11394335231	3	0.378511623254	0.29861767444881
DCLK3	12	RELAPSE	1.07918124605	3	0.415037499279	0.29861767444881
TOP2B	8	RELAPSE	0.903089986992	-3	-0.459431618637	0.29861767444881
NAA30	16	RELAPSE	1.20411998266	-3	-0.247927513444	0.29861767444881
RAI1	33	RELAPSE	1.51851393988	-3	-0.125530882084	0.29861767444881
PLPP6	14	RELAPSE	1.14612803568	-3	-0.280107919193	0.29861767444881
C2CD4D	5	RELAPSE	0.698970004336	-3	-0.678071905113	0.29861767444881
STAC3	6	RELAPSE	0.778151250384	-3	-0.584962500721	0.29861767444881
TUBB2A	5	RELAPSE	0.698970004336	-3	-0.678071905113	0.29861767444881
NLRP1	10	RELAPSE	1	3	0.51457317283	0.29861767444881
SLK	6	RELAPSE	0.778151250384	-3	-0.584962500721	0.29861767444881
HJV	18	RELAPSE	1.2552725051	-3	-0.222392421336	0.29861767444881
PPP2R1A	10	RELAPSE	1	3	0.51457317283	0.29861767444881
MYCBP2	2	RELAPSE	0.301029995664	-3	-1.32192809489	0.29861767444881
MGA	26	RELAPSE	1.41497334797	-7	-0.343954401217	0.299035299848101
SP9	16	RELAPSE	1.20411998266	-5	-0.392317422779	0.300802742327762
FOXC1	35	RELAPSE	1.54406804435	-8	-0.296981737757	0.303305828984112
PAK2	22	RELAPSE	1.34242268082	4	0.289506617195	0.30464192203661
ANK2	13	RELAPSE	1.11394335231	4	0.530514716699	0.30464192203661
IRF2BPL	27	RELAPSE	1.43136376416	-4	-0.199308808223	0.30464192203661
NKX2-4	13	RELAPSE	1.11394335231	-4	-0.387023123109	0.30464192203661
EIF5B	21	RELAPSE	1.32221929473	4	0.304854581528	0.30464192203661
TAF9	10	RELAPSE	1	-4	-0.48542682717	0.30464192203661
CYHR1	13	RELAPSE	1.11394335231	-7	-0.621488376746	0.305291078200754
LILRB1	263	RELAPSE	2.41995574849	-16	-0.0852023225369	0.306171213585491
LMOD2	27	RELAPSE	1.43136376416	5	0.295455883526	0.307514135967421
KLHL11	15	RELAPSE	1.17609125906	-4	-0.341036917835	0.307514135967421
PRSS1	173	RELAPSE	2.23804610313	11	0.0947782247521	0.309223541893443
HECTD4	38	RELAPSE	1.57978359662	-8	-0.275634442613	0.31536696792797
RTEL1	33	RELAPSE	1.51851393988	7	0.343954401217	0.320377310584636
NOTCH3	57	RELAPSE	1.75587485567	13	0.373458395527	0.320784959505289
ZNF669	13	RELAPSE	1.11394335231	8	1.37851162325	0.323405490343674
MUC5AC	350	RELAPSE	2.54406804435	-23	-0.0918207084229	0.325904098100884
ZMAT1	11	RELAPSE	1.04139268516	-4	-0.447458976971	0.326126324446812
LOC101930307	1343	RELAPSE	3.12807601267	-37	-0.0392089622381	0.32758632833257
DUSP22	98	RELAPSE	1.99122607569	8	0.122856747786	0.329400905888037
FOXB2	22	RELAPSE	1.34242268082	-4	-0.241008099504	0.330390048848794
TTC13	8	RELAPSE	0.903089986992	-4	-0.584962500721	0.330390048848794
WDR81	34	RELAPSE	1.53147891704	-4	-0.160464672193	0.330743288365956
TENM4	12	RELAPSE	1.07918124605	-5	-0.502500340529	0.331095998674665
RERE	26	RELAPSE	1.41497334797	5	0.308122295362	0.331095998674665
PHOX2B	29	RELAPSE	1.4623979979	-5	-0.229481846123	0.334626809747887
NOTCH2	24	RELAPSE	1.38021124171	-7	-0.369233809666	0.335781722985586
CHD4	42	RELAPSE	1.6232492904	4	0.144389909335	0.340485581531339
ATXN2	21	RELAPSE	1.32221929473	-4	-0.251538766996	0.340485581531339
GIGYF2	77	RELAPSE	1.88649072517	6	0.11703942119	0.343273680073313
